title_rich,core_programming__basic_prob,core_programming__intermediate_prob,core_programming__advanced_prob,data_engineering_pipelines__basic_prob,data_engineering_pipelines__intermediate_prob,data_engineering_pipelines__advanced_prob,ml_ai__basic_prob,ml_ai__intermediate_prob,ml_ai__advanced_prob,analytics_stats__basic_prob,analytics_stats__intermediate_prob,analytics_stats__advanced_prob,bi_viz__basic_prob,bi_viz__intermediate_prob,bi_viz__advanced_prob,cloud__basic_prob,cloud__intermediate_prob,cloud__advanced_prob,db_storage__basic_prob,db_storage__intermediate_prob,db_storage__advanced_prob,productivity_workflow__basic_prob,productivity_workflow__intermediate_prob,productivity_workflow__advanced_prob,soft_skills__core_prob,soft_skills__leadership_prob,domain_specific__none_prob
general_data_data_scientist,0.23366225492749104,0.08618135832899651,-0.0008705220879972064,-0.01990596224149078,0.058269734776904114,0.022509294674646102,0.2954929788170383,0.3452764994491147,0.17483872344335918,0.08673290861683547,0.06914835461855112,0.03122141511816196,-0.20420457171688172,-0.08932580407242346,-0.011694360979504386,0.09592722962430075,0.045578948701496896,0.045401696586416,0.026264783388668667,-0.041556655243692564,0.006925417723562019,-0.02304471001016989,0.005032317529758634,-0.001720005544145087,-0.009890066912370155,-0.07889031865895679,-0.051644095864671336
general_data_scientist,-0.26359575837282706,-0.0985928873824013,-0.00210798615518077,-0.023720889865378694,-0.11612376914899336,-0.23007141180059476,-0.192700384077067,-0.17763443612092317,-0.09225756224889499,-0.2970074953026049,-0.09937219128748234,-0.01952648099993404,-0.38974892574787906,-0.33012478936332296,-0.016540591002543844,0.09183643968966124,0.22466282506631996,-0.027452739395655266,-0.25198637512025984,0.053981520025361995,-0.024485743240206304,-0.14563026456422076,-0.09920424848624498,-0.0027152184553633457,-0.11030896800712886,0.009952703157968146,-0.3017908493920064
health_data_analyst,0.03234270965234143,-0.10297085654257723,-0.0021019759407384583,0.01891331940929189,-0.20766189243920782,-0.16105363119902016,-0.019117870761259703,-0.05294559897601381,-0.07763575986017784,0.10966555204663897,-0.07949504798789775,-0.011841164853465105,0.26597818411697705,0.05993621157496953,-0.012075147251830141,-0.17228168401740773,-0.10281547815970422,-0.02723079261776634,0.15465061943984637,-0.11524315992441933,-0.025932728194293014,0.0034365473435936933,-0.14532419112619374,0.0038029409518544467,0.0019280663161935774,0.13945759310508465,-0.005422758887722368
health_data_engineer,0.39328841130129644,0.22845506672847798,-0.0021079754183712584,-0.02994704006408016,0.30936838614209233,0.14626185655875026,-0.21531750580502404,-0.18913827107003264,-0.09206883590531789,0.28554883359366,-0.034288867771549505,-0.019612568365285882,-0.38851256669637146,0.014974815099742633,-0.015937574500061377,0.11140003944289914,0.0033060192829594964,-0.024129921506654353,0.42464253977608346,0.2510026185309516,0.30754067829494836,-0.14576238219622864,-0.02729198006773939,-0.0027742392923164045,-0.11237018318369507,-0.031944465507115494,-0.2786972401222453
health_data_scientist,0.23811083123289067,-0.029919163480481778,-0.002102585890118077,0.012519196471280483,-0.1889873264385242,0.1795584776111608,0.25213511096933294,0.20117609452052365,0.33229023577162187,0.13941013013536618,0.03473591932971912,-0.018270701716827056,-0.11701619980042921,-0.16783026013162092,-0.011982768630013442,-0.1368034997685606,-0.059662252645177195,-0.026264933885586893,-0.2173802925480765,-0.12422519376378025,-0.0016384483119106681,0.1695641997483461,-0.038854532718838736,-0.002747023766196534,0.11691655199966122,0.19065410246827663,0.10487277940229661
health_scientist,-0.2981407331219537,-0.10321060147454507,-0.0021067992590186454,-0.030106126663477797,-0.3339625865511813,-0.03446266341321105,-0.10291435920906616,-0.10978769595683058,-0.08204312833156091,-0.1953809222205905,0.0029562372080244037,-0.01942146410717819,0.14939443646014627,-0.3143160813527456,-0.016190928976498882,-0.1838183620897694,-0.09025682677376053,-0.02740996242242362,-0.5343827567262033,-0.2324087432634571,-0.025709653150644548,-0.0036945752801004483,-0.16761874760300813,0.017636193956655725,0.13591790658684155,-0.21700948042423468,0.2922286269334547
research_data_analyst,0.20348263185377957,-0.0981020614327981,-0.002107863093786798,-0.030534698225938548,-0.19753897360730097,-0.11154715445930494,0.08338407892616881,0.230713426846001,-0.07686199105779473,0.0012077642904670949,0.45963587666623873,0.2655514549643854,-0.031145447513915736,-0.2665326511155399,-0.015815911361544904,-0.21700627950051932,-0.09936197227141247,-0.026535314600539994,-0.043921253168598295,-0.1832906963977574,-0.02563238005694763,-0.13921362634198078,-0.17667152003056427,-0.0027721216249332117,0.051829652696856354,0.22653054268935224,-0.29749368977127133
research_data_scientist,0.31115590946239735,-0.10702179806331942,-0.002104231235344071,-0.0329269630705694,-0.27041939621754163,0.5181284800604513,0.6562810546089716,-0.06626815576330206,0.6467526499094302,0.2534448432697616,-0.049811730829258064,-0.019030596710024706,-0.3411072738175286,-0.20558558410043457,-0.015688583207377857,-0.23157773156462344,-0.10149036404670915,-0.02762438880367049,-0.4847949071200357,-0.2630906246623283,-0.025969318325350238,0.602623131869299,-0.18049456872553152,-0.0027718319341577796,0.11861831568437942,0.31369981729244123,0.41477903924051157
research_scientist,-0.1259794694373299,-0.09009271461335769,0.00583448499114735,-0.01943311614953471,-0.32039215465303916,-0.11013767237949335,0.06763879863279773,-0.05500148971890648,-0.017766195930533635,-0.1095590964645704,0.03231288895153034,-0.004182703680777706,0.028924577944210994,-0.3050679814056051,-0.01556086755180151,-0.17837143666201388,-0.08037136945539804,-0.010865371781641785,-0.5000545300770073,-0.22352638290787125,-0.024017450583906103,-0.058334821101380385,-0.14755457364205105,-0.0003426077467420484,0.08604780212892693,-0.11988022359127182,0.20757989920401304
security_data_analyst,-0.21678477952265734,-0.0663344213870772,-0.0021067496408416703,-0.02833820131885169,-0.11165642821054367,-0.15672070127704402,-0.01789473011556547,-0.13251212066364054,-0.05112987555356943,-0.17642948192258978,-0.1263161603820247,-0.01712253774320618,0.22026181337519102,-0.12292566605060018,-0.014456156163983262,0.043163472562184696,-0.03955092173898242,-0.026690047007370134,-0.10068332557961307,-0.06375158170902406,-0.006282793783039805,-0.04444466843514676,-0.01769971697295411,-0.002725319331868061,0.07419290302441306,0.14350242010956793,0.18187076385480277
