mean_residual,median_residual,count,size_weighted_mean
1773.6613384046052,-2287.5625,1368,393.8270915334361
147.51829997918978,-4309.8828125,901,21.573443967091382
72.29522189725331,-5122.515625,983,11.534848746145107
-132.32259050880626,-4268.8203125,511,-10.974978696640155
-489.1806760381828,-5729.609375,897,-71.22140340955202
-2185.9311090783226,-5707.484375,316,-112.11722617574256
-1501.007865287162,-6738.4296875,518,-126.20062882953253
-1724.7554582083958,-10085.71875,667,-186.72486457149813
