mean_residual,median_residual,count,size_weighted_mean
909.8141630569307,-3224.8828125,1818,268.46975303319266
3555.3568115234375,-3885.60546875,128,73.86555297435481
-210.2057768038618,-4229.09765625,492,-16.786437621733484
-333.50194587329827,-6029.65234375,3232,-174.95184045812368
-2897.3105747199593,-6591.6640625,491,-230.9007453639831
